Bets for period:;from 2024-09-30 | 19:00;to 2024-11-11 | 18:59;Number of transactions:;1604;;;;;
1567290286245;2024-11-10 | 18:16;1040783017;Slots;PG Soft;Destiny of Sun & Moon;Bet;12.00;PHP;Real money
1567290204333;2024-11-10 | 18:16;1040783017;Slots;PG Soft;Destiny of Sun & Moon;Bet;12.00;PHP;Real money
1567290110641;2024-11-10 | 18:16;1040783017;Slots;PG Soft;Destiny of Sun & Moon;Bet;12.00;PHP;Real money
1567289881019;2024-11-10 | 18:15;1040783017;Slots;PG Soft;Destiny of Sun & Moon;Payout;24.00;PHP;Real money
1567289869977;2024-11-10 | 18:15;1040783017;Slots;PG Soft;Destiny of Sun & Moon;Bet;12.00;PHP;Real money
1567289649777;2024-11-10 | 18:15;1040783017;Slots;PG Soft;Destiny of Sun & Moon;Payout;9.00;PHP;Real money
1567289544005;2024-11-10 | 18:15;1040783017;Slots;PG Soft;Destiny of Sun & Moon;Payout;3.60;PHP;Real money
1567289542369;2024-11-10 | 18:15;1040783017;Slots;PG Soft;Destiny of Sun & Moon;Bet;12.00;PHP;Real money
1567289457325;2024-11-10 | 18:15;1040783017;Slots;PG Soft;Destiny of Sun & Moon;Bet;12.00;PHP;Real money
1567289363829;2024-11-10 | 18:15;1040783017;Slots;PG Soft;Destiny of Sun & Moon;Bet;12.00;PHP;Real money
1567289263699;2024-11-10 | 18:15;1040783017;Slots;PG Soft;Destiny of Sun & Moon;Bet;12.00;PHP;Real money
1567289169271;2024-11-10 | 18:15;1040783017;Slots;PG Soft;Destiny of Sun & Moon;Bet;12.00;PHP;Real money
1567289079659;2024-11-10 | 18:15;1040783017;Slots;PG Soft;Destiny of Sun & Moon;Bet;12.00;PHP;Real money
1567288999125;2024-11-10 | 18:15;1040783017;Slots;PG Soft;Destiny of Sun & Moon;Bet;12.00;PHP;Real money
1567288766367;2024-11-10 | 18:15;1040783017;Slots;PG Soft;Destiny of Sun & Moon;Payout;3.60;PHP;Real money
1567288762557;2024-11-10 | 18:15;1040783017;Slots;PG Soft;Destiny of Sun & Moon;Bet;12.00;PHP;Real money
1567288668085;2024-11-10 | 18:15;1040783017;Slots;PG Soft;Destiny of Sun & Moon;Bet;12.00;PHP;Real money
1567288470119;2024-11-10 | 18:15;1040783017;Slots;PG Soft;Destiny of Sun & Moon;Payout;3.60;PHP;Real money
1567288469273;2024-11-10 | 18:15;1040783017;Slots;PG Soft;Destiny of Sun & Moon;Bet;12.00;PHP;Real money
1567288388535;2024-11-10 | 18:15;1040783017;Slots;PG Soft;Destiny of Sun & Moon;Bet;12.00;PHP;Real money
1567288312027;2024-11-10 | 18:14;1040783017;Slots;PG Soft;Destiny of Sun & Moon;Bet;12.00;PHP;Real money
1567288229705;2024-11-10 | 18:14;1040783017;Slots;PG Soft;Destiny of Sun & Moon;Bet;12.00;PHP;Real money
1567287834693;2024-11-10 | 18:14;1040783017;Slots;PG Soft;Destiny of Sun & Moon;Payout;244.80;PHP;Real money
1567287833259;2024-11-10 | 18:14;1040783017;Slots;PG Soft;Destiny of Sun & Moon;Bet;12.00;PHP;Real money
1567287748119;2024-11-10 | 18:14;1040783017;Slots;PG Soft;Destiny of Sun & Moon;Bet;12.00;PHP;Real money
1567287586437;2024-11-10 | 18:14;1040783017;Slots;PG Soft;Destiny of Sun & Moon;Payout;3.60;PHP;Real money
1567287583941;2024-11-10 | 18:14;1040783017;Slots;PG Soft;Destiny of Sun & Moon;Bet;12.00;PHP;Real money
1567287500813;2024-11-10 | 18:14;1040783017;Slots;PG Soft;Destiny of Sun & Moon;Bet;12.00;PHP;Real money
1567287309491;2024-11-10 | 18:14;1040783017;Slots;PG Soft;Destiny of Sun & Moon;Payout;3.60;PHP;Real money
1567287298251;2024-11-10 | 18:14;1040783017;Slots;PG Soft;Destiny of Sun & Moon;Bet;12.00;PHP;Real money
1567287224087;2024-11-10 | 18:14;1040783017;Slots;PG Soft;Destiny of Sun & Moon;Bet;12.00;PHP;Real money
1567287144747;2024-11-10 | 18:14;1040783017;Slots;PG Soft;Destiny of Sun & Moon;Bet;12.00;PHP;Real money
1567265580333;2024-11-10 | 18:01;1040783017;Slots;Endorphina;Wild Love;Bet;5.00;PHP;Real money
1567265482239;2024-11-10 | 18:01;1040783017;Slots;Endorphina;Wild Love;Bet;5.00;PHP;Real money
1567260788333;2024-11-10 | 17:58;1040783017;Slots;Endorphina;Wild Love;Bet;5.00;PHP;Real money
1567260700639;2024-11-10 | 17:58;1040783017;Slots;Endorphina;Wild Love;Bet;5.00;PHP;Real money
1567260607207;2024-11-10 | 17:58;1040783017;Slots;Endorphina;Wild Love;Bet;5.00;PHP;Real money
1567260522967;2024-11-10 | 17:58;1040783017;Slots;Endorphina;Wild Love;Bet;5.00;PHP;Real money
1567260437795;2024-11-10 | 17:58;1040783017;Slots;Endorphina;Wild Love;Bet;5.00;PHP;Real money
1567260341511;2024-11-10 | 17:58;1040783017;Slots;Endorphina;Wild Love;Bet;5.00;PHP;Real money
1567260330693;2024-11-10 | 17:58;1040783017;Slots;Endorphina;Wild Love;Payout;15.00;PHP;Real money
1567260141609;2024-11-10 | 17:58;1040783017;Slots;Endorphina;Wild Love;Bet;5.00;PHP;Real money
1567259960877;2024-11-10 | 17:58;1040783017;Slots;Endorphina;Wild Love;Bet;5.00;PHP;Real money
1567259881819;2024-11-10 | 17:58;1040783017;Slots;Endorphina;Wild Love;Bet;5.00;PHP;Real money
1567259794325;2024-11-10 | 17:58;1040783017;Slots;Endorphina;Wild Love;Bet;5.00;PHP;Real money
1567254355485;2024-11-10 | 17:55;1040783017;Slots;Endorphina;Wild Love;Payout;15.00;PHP;Real money
1567254031911;2024-11-10 | 17:54;1040783017;Slots;Endorphina;Wild Love;Bet;5.00;PHP;Real money
1567250473953;2024-11-10 | 17:52;1040783017;Slots;Endorphina;Wild Love;Bet;5.00;PHP;Real money
1566187759029;2024-11-10 | 00:42;1040783017;Live casino;Evolution;1x Roulette;Bet;150.00;PHP;Real money
1566155289235;2024-11-10 | 00:22;1040783017;Live casino;Evolution;1x Roulette;Bet;75.00;PHP;Real money
1566154534239;2024-11-10 | 00:22;1040783017;Live casino;Evolution;1x Roulette;Payout;75.00;PHP;Real money
1566154111501;2024-11-10 | 00:21;1040783017;Live casino;Evolution;1x Roulette;Bet;150.00;PHP;Real money
1566152902601;2024-11-10 | 00:21;1040783017;Live casino;Evolution;1x Roulette;Bet;100.00;PHP;Real money
1566152171835;2024-11-10 | 00:20;1040783017;Live casino;Evolution;1x Roulette;Payout;75.00;PHP;Real money
1566151828025;2024-11-10 | 00:20;1040783017;Live casino;Evolution;1x Roulette;Bet;75.00;PHP;Real money
1566150728319;2024-11-10 | 00:19;1040783017;Live casino;Evolution;1x Roulette;Bet;100.00;PHP;Real money
1566149701237;2024-11-10 | 00:19;1040783017;Live casino;Evolution;1x Roulette;Bet;50.00;PHP;Real money
1566148968245;2024-11-10 | 00:18;1040783017;Live casino;Evolution;1x Roulette;Payout;75.00;PHP;Real money
1566148516123;2024-11-10 | 00:18;1040783017;Live casino;Evolution;1x Roulette;Bet;125.00;PHP;Real money
1566147297441;2024-11-10 | 00:17;1040783017;Live casino;Evolution;1x Roulette;Bet;100.00;PHP;Real money
1566146543703;2024-11-10 | 00:17;1040783017;Live casino;Evolution;1x Roulette;Payout;550.00;PHP;Real money
1566146156621;2024-11-10 | 00:16;1040783017;Live casino;Evolution;1x Roulette;Bet;275.00;PHP;Real money
1566144986903;2024-11-10 | 00:16;1040783017;Live casino;Evolution;1x Roulette;Bet;225.00;PHP;Real money
1566143856895;2024-11-10 | 00:15;1040783017;Live casino;Evolution;1x Roulette;Bet;100.00;PHP;Real money
1566142788957;2024-11-10 | 00:14;1040783017;Live casino;Evolution;1x Roulette;Bet;50.00;PHP;Real money
1566142039989;2024-11-10 | 00:14;1040783017;Live casino;Evolution;1x Roulette;Payout;300.00;PHP;Real money
1566141651245;2024-11-10 | 00:14;1040783017;Live casino;Evolution;1x Roulette;Bet;175.00;PHP;Real money
1566140614949;2024-11-10 | 00:13;1040783017;Live casino;Evolution;1x Roulette;Bet;100.00;PHP;Real money
1566135020757;2024-11-10 | 00:10;1040783017;Live casino;Evolution;1x Roulette;Payout;200.00;PHP;Real money
1566134531419;2024-11-10 | 00:09;1040783017;Live casino;Evolution;1x Roulette;Bet;100.00;PHP;Real money
1566133768697;2024-11-10 | 00:09;1040783017;Live casino;Evolution;1x Roulette;Payout;450.00;PHP;Real money
1566133497041;2024-11-10 | 00:09;1040783017;Live casino;Evolution;1x Roulette;Bet;175.00;PHP;Real money
1566132361425;2024-11-10 | 00:08;1040783017;Live casino;Evolution;1x Roulette;Bet;125.00;PHP;Real money
1566131238495;2024-11-10 | 00:08;1040783017;Live casino;Evolution;1x Roulette;Bet;25.00;PHP;Real money
1566130483571;2024-11-10 | 00:07;1040783017;Live casino;Evolution;1x Roulette;Payout;375.00;PHP;Real money
1566130109305;2024-11-10 | 00:07;1040783017;Live casino;Evolution;1x Roulette;Bet;150.00;PHP;Real money
1566129342601;2024-11-10 | 00:06;1040783017;Live casino;Evolution;1x Roulette;Payout;75.00;PHP;Real money
1566129047333;2024-11-10 | 00:06;1040783017;Live casino;Evolution;1x Roulette;Bet;125.00;PHP;Real money
1566128275863;2024-11-10 | 00:06;1040783017;Live casino;Evolution;1x Roulette;Payout;75.00;PHP;Real money
1566127917975;2024-11-10 | 00:06;1040783017;Live casino;Evolution;1x Roulette;Bet;125.00;PHP;Real money
1566127139959;2024-11-10 | 00:05;1040783017;Live casino;Evolution;1x Roulette;Payout;100.00;PHP;Real money
1566126848877;2024-11-10 | 00:05;1040783017;Live casino;Evolution;1x Roulette;Bet;50.00;PHP;Real money
1566126100839;2024-11-10 | 00:04;1040783017;Live casino;Evolution;1x Roulette;Payout;75.00;PHP;Real money
1566125585751;2024-11-10 | 00:04;1040783017;Live casino;Evolution;1x Roulette;Bet;125.00;PHP;Real money
1565915660059;2024-11-09 | 22:09;1040783017;Live casino;Evolution;1x Roulette;Bet;25.00;PHP;Real money
1565914389483;2024-11-09 | 22:08;1040783017;Live casino;Evolution;1x Roulette;Bet;250.00;PHP;Real money
1565913099445;2024-11-09 | 22:08;1040783017;Live casino;Evolution;1x Roulette;Bet;25.00;PHP;Real money
1565838982267;2024-11-09 | 21:29;1040783017;Live casino;Evolution;1x Roulette;Bet;75.00;PHP;Real money
1565837785805;2024-11-09 | 21:29;1040783017;Live casino;Evolution;1x Roulette;Bet;125.00;PHP;Real money
1565836407979;2024-11-09 | 21:28;1040783017;Live casino;Evolution;1x Roulette;Bet;25.00;PHP;Real money
1565835552307;2024-11-09 | 21:27;1040783017;Live casino;Evolution;1x Roulette;Payout;50.00;PHP;Real money
1565835026261;2024-11-09 | 21:27;1040783017;Live casino;Evolution;1x Roulette;Bet;25.00;PHP;Real money
1564731226567;2024-11-09 | 07:02;1040783017;Live casino;Evolution;1x Roulette;Bet;25.00;PHP;Real money
1564729606741;2024-11-09 | 07:00;1040783017;Live casino;Evolution;1x Roulette;Payout;225.00;PHP;Real money
1564729447345;2024-11-09 | 07:00;1040783017;Live casino;Evolution;1x Roulette;Bet;75.00;PHP;Real money
1564729027299;2024-11-09 | 06:59;1040783017;Live casino;Evolution;1x Roulette;Bet;25.00;PHP;Real money
1564728258359;2024-11-09 | 06:58;1040783017;Live casino;Evolution;1x Roulette;Payout;100.00;PHP;Real money
1564728091133;2024-11-09 | 06:58;1040783017;Live casino;Evolution;1x Roulette;Bet;50.00;PHP;Real money
1564724644665;2024-11-09 | 06:52;1040783017;Live casino;Evolution;1x Roulette;Payout;225.00;PHP;Real money
1564724506585;2024-11-09 | 06:52;1040783017;Live casino;Evolution;1x Roulette;Bet;100.00;PHP;Real money
1564724096803;2024-11-09 | 06:52;1040783017;Live casino;Evolution;1x Roulette;Bet;25.00;PHP;Real money
1564723594437;2024-11-09 | 06:51;1040783017;Live casino;Evolution;1x Roulette;Bet;25.00;PHP;Real money
1564723299653;2024-11-09 | 06:50;1040783017;Live casino;Evolution;1x Roulette;Payout;300.00;PHP;Real money
1564723193217;2024-11-09 | 06:50;1040783017;Live casino;Evolution;1x Roulette;Bet;100.00;PHP;Real money
1564722892449;2024-11-09 | 06:50;1040783017;Live casino;Evolution;1x Roulette;Payout;50.00;PHP;Real money
1564722653129;2024-11-09 | 06:49;1040783017;Live casino;Evolution;1x Roulette;Bet;25.00;PHP;Real money
1564721924145;2024-11-09 | 06:48;1040783017;Live casino;Evolution;1x Roulette;Payout;200.00;PHP;Real money
1564721723285;2024-11-09 | 06:48;1040783017;Live casino;Evolution;1x Roulette;Bet;100.00;PHP;Real money
1563918416515;2024-11-08 | 21:01;1040783017;Live casino;Evolution;1x Roulette;Bet;50.00;PHP;Real money
1563917086041;2024-11-08 | 21:00;1040783017;Live casino;Evolution;1x Roulette;Bet;125.00;PHP;Real money
1563915732869;2024-11-08 | 21:00;1040783017;Live casino;Evolution;1x Roulette;Bet;75.00;PHP;Real money
1563914831811;2024-11-08 | 20:59;1040783017;Live casino;Evolution;1x Roulette;Payout;75.00;PHP;Real money
1563914371431;2024-11-08 | 20:59;1040783017;Live casino;Evolution;1x Roulette;Bet;75.00;PHP;Real money
1563912841343;2024-11-08 | 20:58;1040783017;Live casino;Evolution;1x Roulette;Bet;25.00;PHP;Real money
1563911903905;2024-11-08 | 20:58;1040783017;Live casino;Evolution;1x Roulette;Payout;75.00;PHP;Real money
1563911363375;2024-11-08 | 20:58;1040783017;Live casino;Evolution;1x Roulette;Bet;25.00;PHP;Real money
1563910475207;2024-11-08 | 20:57;1040783017;Live casino;Evolution;1x Roulette;Payout;50.00;PHP;Real money
1563909979567;2024-11-08 | 20:57;1040783017;Live casino;Evolution;1x Roulette;Bet;25.00;PHP;Real money
1563527281175;2024-11-08 | 17:38;1040783017;Live casino;Evolution;1x Roulette;Bet;125.00;PHP;Real money
1563525906713;2024-11-08 | 17:37;1040783017;Live casino;Evolution;1x Roulette;Bet;25.00;PHP;Real money
1563525149283;2024-11-08 | 17:37;1040783017;Live casino;Evolution;1x Roulette;Payout;150.00;PHP;Real money
1563524862335;2024-11-08 | 17:37;1040783017;Live casino;Evolution;1x Roulette;Bet;75.00;PHP;Real money
1563523674525;2024-11-08 | 17:36;1040783017;Live casino;Evolution;1x Roulette;Bet;75.00;PHP;Real money
1563522988053;2024-11-08 | 17:36;1040783017;Live casino;Evolution;1x Roulette;Payout;75.00;PHP;Real money
1563522682349;2024-11-08 | 17:35;1040783017;Live casino;Evolution;1x Roulette;Bet;75.00;PHP;Real money
1563520755247;2024-11-08 | 17:34;1040783017;Live casino;Evolution;1x Roulette;Payout;150.00;PHP;Real money
1563520252063;2024-11-08 | 17:34;1040783017;Live casino;Evolution;1x Roulette;Bet;75.00;PHP;Real money
1563519436855;2024-11-08 | 17:34;1040783017;Live casino;Evolution;1x Roulette;Payout;75.00;PHP;Real money
1563518995069;2024-11-08 | 17:33;1040783017;Live casino;Evolution;1x Roulette;Bet;100.00;PHP;Real money
1563517743009;2024-11-08 | 17:33;1040783017;Live casino;Evolution;1x Roulette;Bet;75.00;PHP;Real money
1563516965343;2024-11-08 | 17:32;1040783017;Live casino;Evolution;1x Roulette;Payout;50.00;PHP;Real money
1563516436595;2024-11-08 | 17:32;1040783017;Live casino;Evolution;1x Roulette;Bet;25.00;PHP;Real money
1563515634901;2024-11-08 | 17:31;1040783017;Live casino;Evolution;1x Roulette;Payout;150.00;PHP;Real money
1563515085705;2024-11-08 | 17:31;1040783017;Live casino;Evolution;1x Roulette;Bet;100.00;PHP;Real money
1563513778741;2024-11-08 | 17:30;1040783017;Live casino;Evolution;1x Roulette;Bet;100.00;PHP;Real money
1563512430413;2024-11-08 | 17:30;1040783017;Live casino;Evolution;1x Roulette;Bet;50.00;PHP;Real money
1563511620047;2024-11-08 | 17:29;1040783017;Live casino;Evolution;1x Roulette;Payout;150.00;PHP;Real money
1563511191697;2024-11-08 | 17:29;1040783017;Live casino;Evolution;1x Roulette;Bet;75.00;PHP;Real money
1563509072435;2024-11-08 | 17:28;1040783017;Live casino;Evolution;1x Roulette;Payout;75.00;PHP;Real money
1563508626541;2024-11-08 | 17:27;1040783017;Live casino;Evolution;1x Roulette;Bet;50.00;PHP;Real money
1563507837261;2024-11-08 | 17:27;1040783017;Live casino;Evolution;1x Roulette;Payout;150.00;PHP;Real money
1563507243755;2024-11-08 | 17:27;1040783017;Live casino;Evolution;1x Roulette;Bet;100.00;PHP;Real money
1563506445965;2024-11-08 | 17:26;1040783017;Live casino;Evolution;1x Roulette;Payout;100.00;PHP;Real money
1563506006131;2024-11-08 | 17:26;1040783017;Live casino;Evolution;1x Roulette;Bet;50.00;PHP;Real money
1563504703713;2024-11-08 | 17:25;1040783017;Live casino;Evolution;1x Roulette;Bet;25.00;PHP;Real money
1563503887307;2024-11-08 | 17:25;1040783017;Live casino;Evolution;1x Roulette;Payout;75.00;PHP;Real money
1563503535435;2024-11-08 | 17:24;1040783017;Live casino;Evolution;1x Roulette;Bet;25.00;PHP;Real money
1563502454471;2024-11-08 | 17:24;1040783017;Live casino;Evolution;1x Roulette;Bet;25.00;PHP;Real money
1563499858691;2024-11-08 | 17:22;1040783017;Live casino;Evolution;1x Roulette;Bet;25.00;PHP;Real money
1563498587417;2024-11-08 | 17:22;1040783017;Live casino;Evolution;1x Roulette;Bet;25.00;PHP;Real money
1563496723637;2024-11-08 | 17:21;1040783017;Live casino;Evolution;1x Roulette;Payout;50.00;PHP;Real money
1563496203965;2024-11-08 | 17:20;1040783017;Live casino;Evolution;1x Roulette;Bet;25.00;PHP;Real money
1563491280345;2024-11-08 | 17:17;1040783017;Live casino;Evolution;1x Roulette;Bet;25.00;PHP;Real money
1563490046831;2024-11-08 | 17:17;1040783017;Live casino;Evolution;1x Roulette;Bet;50.00;PHP;Real money
1563488097351;2024-11-08 | 17:16;1040783017;Live casino;Evolution;1x Roulette;Payout;50.00;PHP;Real money
1563487657923;2024-11-08 | 17:15;1040783017;Live casino;Evolution;1x Roulette;Bet;50.00;PHP;Real money
1563486447417;2024-11-08 | 17:15;1040783017;Live casino;Evolution;1x Roulette;Bet;25.00;PHP;Real money
1563476588309;2024-11-08 | 17:09;1040783017;Live casino;Evolution;1x Roulette;Bet;50.00;PHP;Real money
1563475516747;2024-11-08 | 17:08;1040783017;Live casino;Evolution;1x Roulette;Bet;25.00;PHP;Real money
1563474770865;2024-11-08 | 17:08;1040783017;Live casino;Evolution;1x Roulette;Payout;50.00;PHP;Real money
1563474328925;2024-11-08 | 17:08;1040783017;Live casino;Evolution;1x Roulette;Bet;25.00;PHP;Real money
1563473567055;2024-11-08 | 17:07;1040783017;Live casino;Evolution;1x Roulette;Payout;50.00;PHP;Real money
1563473207771;2024-11-08 | 17:07;1040783017;Live casino;Evolution;1x Roulette;Bet;25.00;PHP;Real money
1563472007847;2024-11-08 | 17:06;1040783017;Live casino;Evolution;1x Roulette;Bet;50.00;PHP;Real money
1563470814829;2024-11-08 | 17:06;1040783017;Live casino;Evolution;1x Roulette;Bet;25.00;PHP;Real money
1563470024761;2024-11-08 | 17:05;1040783017;Live casino;Evolution;1x Roulette;Payout;50.00;PHP;Real money
1563469667285;2024-11-08 | 17:05;1040783017;Live casino;Evolution;1x Roulette;Bet;25.00;PHP;Real money
1563468877221;2024-11-08 | 17:04;1040783017;Live casino;Evolution;1x Roulette;Payout;50.00;PHP;Real money
1563468501693;2024-11-08 | 17:04;1040783017;Live casino;Evolution;1x Roulette;Bet;25.00;PHP;Real money
1563467765061;2024-11-08 | 17:04;1040783017;Live casino;Evolution;1x Roulette;Payout;125.00;PHP;Real money
1563467501571;2024-11-08 | 17:04;1040783017;Live casino;Evolution;1x Roulette;Bet;50.00;PHP;Real money
1563466417729;2024-11-08 | 17:03;1040783017;Live casino;Evolution;1x Roulette;Bet;25.00;PHP;Real money
1563465645857;2024-11-08 | 17:03;1040783017;Live casino;Evolution;1x Roulette;Payout;100.00;PHP;Real money
1563465240843;2024-11-08 | 17:02;1040783017;Live casino;Evolution;1x Roulette;Bet;75.00;PHP;Real money
1563464123291;2024-11-08 | 17:02;1040783017;Live casino;Evolution;1x Roulette;Bet;25.00;PHP;Real money
1563459006425;2024-11-08 | 16:59;1040783017;Live casino;Evolution;1x Roulette;Payout;200.00;PHP;Real money
1563458503833;2024-11-08 | 16:58;1040783017;Live casino;Evolution;1x Roulette;Bet;100.00;PHP;Real money
1563457450221;2024-11-08 | 16:58;1040783017;Live casino;Evolution;1x Roulette;Bet;50.00;PHP;Real money
1563456270309;2024-11-08 | 16:57;1040783017;Live casino;Evolution;1x Roulette;Bet;50.00;PHP;Real money
1563455102273;2024-11-08 | 16:56;1040783017;Live casino;Evolution;1x Roulette;Bet;25.00;PHP;Real money
1563454334145;2024-11-08 | 16:56;1040783017;Live casino;Evolution;1x Roulette;Payout;50.00;PHP;Real money
1563453901787;2024-11-08 | 16:56;1040783017;Live casino;Evolution;1x Roulette;Bet;25.00;PHP;Real money
1563453151627;2024-11-08 | 16:55;1040783017;Live casino;Evolution;1x Roulette;Payout;125.00;PHP;Real money
1563452714055;2024-11-08 | 16:55;1040783017;Live casino;Evolution;1x Roulette;Bet;50.00;PHP;Real money
1563451616257;2024-11-08 | 16:54;1040783017;Live casino;Evolution;1x Roulette;Bet;50.00;PHP;Real money
1563450553383;2024-11-08 | 16:54;1040783017;Live casino;Evolution;1x Roulette;Bet;25.00;PHP;Real money
1563449464487;2024-11-08 | 16:53;1040783017;Live casino;Evolution;1x Roulette;Bet;25.00;PHP;Real money
1563448694287;2024-11-08 | 16:52;1040783017;Live casino;Evolution;1x Roulette;Payout;50.00;PHP;Real money
1563448250763;2024-11-08 | 16:52;1040783017;Live casino;Evolution;1x Roulette;Bet;25.00;PHP;Real money
1563447168221;2024-11-08 | 16:52;1040783017;Live casino;Evolution;1x Roulette;Bet;25.00;PHP;Real money
1563446461073;2024-11-08 | 16:51;1040783017;Live casino;Evolution;1x Roulette;Payout;50.00;PHP;Real money
1563446132717;2024-11-08 | 16:51;1040783017;Live casino;Evolution;1x Roulette;Bet;25.00;PHP;Real money
1563443885097;2024-11-08 | 16:49;1040783017;Live casino;Evolution;1x Roulette;Bet;25.00;PHP;Real money
1563443188563;2024-11-08 | 16:49;1040783017;Live casino;Evolution;1x Roulette;Payout;50.00;PHP;Real money
1563442829179;2024-11-08 | 16:49;1040783017;Live casino;Evolution;1x Roulette;Bet;25.00;PHP;Real money
1563442118227;2024-11-08 | 16:48;1040783017;Live casino;Evolution;1x Roulette;Payout;50.00;PHP;Real money
1563441672509;2024-11-08 | 16:48;1040783017;Live casino;Evolution;1x Roulette;Bet;25.00;PHP;Real money
1563440553125;2024-11-08 | 16:47;1040783017;Live casino;Evolution;1x Roulette;Bet;25.00;PHP;Real money
1563439842831;2024-11-08 | 16:47;1040783017;Live casino;Evolution;1x Roulette;Payout;75.00;PHP;Real money
1563439470139;2024-11-08 | 16:47;1040783017;Live casino;Evolution;1x Roulette;Bet;25.00;PHP;Real money
1563438322001;2024-11-08 | 16:46;1040783017;Live casino;Evolution;1x Roulette;Bet;25.00;PHP;Real money
1563437691715;2024-11-08 | 16:46;1040783017;Live casino;Evolution;1x Roulette;Payout;100.00;PHP;Real money
1563437229905;2024-11-08 | 16:45;1040783017;Live casino;Evolution;1x Roulette;Bet;50.00;PHP;Real money
1563436222765;2024-11-08 | 16:45;1040783017;Live casino;Evolution;1x Roulette;Bet;25.00;PHP;Real money
1563380959023;2024-11-08 | 16:07;1040783017;Live casino;Evolution;1x Roulette;Bet;50.00;PHP;Real money
1563379953141;2024-11-08 | 16:06;1040783017;Live casino;Evolution;1x Roulette;Bet;25.00;PHP;Real money
1563379290771;2024-11-08 | 16:06;1040783017;Live casino;Evolution;1x Roulette;Payout;50.00;PHP;Real money
1563378945145;2024-11-08 | 16:05;1040783017;Live casino;Evolution;1x Roulette;Bet;50.00;PHP;Real money
1563377998213;2024-11-08 | 16:05;1040783017;Live casino;Evolution;1x Roulette;Bet;25.00;PHP;Real money
1563377375267;2024-11-08 | 16:04;1040783017;Live casino;Evolution;1x Roulette;Payout;50.00;PHP;Real money
1563376962787;2024-11-08 | 16:04;1040783017;Live casino;Evolution;1x Roulette;Bet;25.00;PHP;Real money
1563376300029;2024-11-08 | 16:04;1040783017;Live casino;Evolution;1x Roulette;Payout;75.00;PHP;Real money
1563375991461;2024-11-08 | 16:03;1040783017;Live casino;Evolution;1x Roulette;Bet;25.00;PHP;Real money
1563375368539;2024-11-08 | 16:03;1040783017;Live casino;Evolution;1x Roulette;Payout;75.00;PHP;Real money
1563374982663;2024-11-08 | 16:03;1040783017;Live casino;Evolution;1x Roulette;Bet;25.00;PHP;Real money
1563373343635;2024-11-08 | 16:02;1040783017;Live casino;Evolution;1x Roulette;Payout;75.00;PHP;Real money
1563373249959;2024-11-08 | 16:02;1040783017;Live casino;Evolution;1x Roulette;Bet;25.00;PHP;Real money
1563372295451;2024-11-08 | 16:01;1040783017;Live casino;Evolution;1x Roulette;Bet;25.00;PHP;Real money
1563371686813;2024-11-08 | 16:01;1040783017;Live casino;Evolution;1x Roulette;Payout;50.00;PHP;Real money
1563371277655;2024-11-08 | 16:00;1040783017;Live casino;Evolution;1x Roulette;Bet;25.00;PHP;Real money
1563370402273;2024-11-08 | 16:00;1040783017;Live casino;Evolution;1x Roulette;Bet;25.00;PHP;Real money
1563369817049;2024-11-08 | 15:59;1040783017;Live casino;Evolution;1x Roulette;Payout;200.00;PHP;Real money
1563369443643;2024-11-08 | 15:59;1040783017;Live casino;Evolution;1x Roulette;Bet;100.00;PHP;Real money
1563368823927;2024-11-08 | 15:59;1040783017;Live casino;Evolution;1x Roulette;Payout;150.00;PHP;Real money
1563368429493;2024-11-08 | 15:58;1040783017;Live casino;Evolution;1x Roulette;Bet;150.00;PHP;Real money
1563367592025;2024-11-08 | 15:58;1040783017;Live casino;Evolution;1x Roulette;Bet;175.00;PHP;Real money
1563366617529;2024-11-08 | 15:57;1040783017;Live casino;Evolution;1x Roulette;Bet;50.00;PHP;Real money
1563365694745;2024-11-08 | 15:57;1040783017;Live casino;Evolution;1x Roulette;Bet;50.00;PHP;Real money
1563364170217;2024-11-08 | 15:56;1040783017;Live casino;Evolution;1x Roulette;Payout;50.00;PHP;Real money
1563363828245;2024-11-08 | 15:55;1040783017;Live casino;Evolution;1x Roulette;Bet;25.00;PHP;Real money
1563363182891;2024-11-08 | 15:55;1040783017;Live casino;Evolution;1x Roulette;Payout;200.00;PHP;Real money
1563362866397;2024-11-08 | 15:55;1040783017;Live casino;Evolution;1x Roulette;Bet;100.00;PHP;Real money
1563361900769;2024-11-08 | 15:54;1040783017;Live casino;Evolution;1x Roulette;Bet;100.00;PHP;Real money
1563360971853;2024-11-08 | 15:53;1040783017;Live casino;Evolution;1x Roulette;Bet;50.00;PHP;Real money
1563360020633;2024-11-08 | 15:53;1040783017;Live casino;Evolution;1x Roulette;Bet;25.00;PHP;Real money
1563358521461;2024-11-08 | 15:52;1040783017;Live casino;Evolution;1x Roulette;Payout;100.00;PHP;Real money
1563358208217;2024-11-08 | 15:52;1040783017;Live casino;Evolution;1x Roulette;Bet;50.00;PHP;Real money
1563357653903;2024-11-08 | 15:51;1040783017;Live casino;Evolution;1x Roulette;Payout;50.00;PHP;Real money
1563357338247;2024-11-08 | 15:51;1040783017;Live casino;Evolution;1x Roulette;Bet;25.00;PHP;Real money
1563356766117;2024-11-08 | 15:51;1040783017;Live casino;Evolution;1x Roulette;Payout;50.00;PHP;Real money
1563356365245;2024-11-08 | 15:50;1040783017;Live casino;Evolution;1x Roulette;Bet;25.00;PHP;Real money
